ObjectID,Election,County,HASNO,Site Name,Site Address,Zip,New,ED,Latitude,Longitude,x,y
431,General Election 2024 - 11/05/2024,Brooklyn,B0275,PS 23,545 Willoughby Avenue,11206,,"008/56, 009/56, 011/56",40.69415565,-73.94779052,588900.9746,4505338.6257
432,General Election 2024 - 11/05/2024,Brooklyn,B0001,PS 230,1 Albemarle Road,11218,,"042/44, 043/44, 044/44, 047/44, 056/44, 075/44, 076/44, 087/44",40.64525968,-73.98042436,586206.6546,4499878.3825
433,General Election 2024 - 11/05/2024,Brooklyn,B0379,PS 233,9301 Avenue B,11236,,"023/58, 051/58, 052/58",40.65134259,-73.91393771,591819.963,4500620.9136
434,General Election 2024 - 11/05/2024,Brooklyn,B0096,PS 234 IS,1875 East 17 Street,11229,,"027/41, 005/45, 006/45, 017/45",40.60434841,-73.95531819,588383.3749,4495361.9347
435,General Election 2024 - 11/05/2024,Brooklyn,B0271,PS 235,525 Lenox Road,11203,,"048/43, 052/43, 005/58",40.65489875,-73.9407362,589549.5186,4500988.0322
436,General Election 2024 - 11/05/2024,Brooklyn,10041,PS 235 Annex,5811 Ditmas Avenue,11203,,"032/58, 049/58, 066/58 (Combined into 049/58), 069/58",40.64385515,-73.92147196,591193.1691,4499781.9264
437,General Election 2024 - 11/05/2024,Brooklyn,B0081,PS 238,1633 East 8th Street,11223,,"004/45, 008/45, 009/45, 010/45, 014/45",40.6086639,-73.96485419,587570.9516,4495831.4424
438,General Election 2024 - 11/05/2024,Brooklyn,B0075,PS 243,1580 Dean Street,11213,,"060/56, 064/56",40.67588695,-73.93495541,590010.0073,4503323.7507
439,General Election 2024 - 11/05/2024,Brooklyn,B0386,PS 249,18 Marlborough Road,11226,,"003/42, 004/42, 005/42, 006/42, 007/42, 011/42, 012/42, 062/42",40.64964605,-73.96619047,587404.4484,4500379.3422
440,General Election 2024 - 11/05/2024,Brooklyn,B0027,PS 250,108 Montrose Avenue,11206,,"038/53, 039/53, 040/53, 041/53, 053/53",40.70695718,-73.9454337,589083.0479,4506762.0668
441,General Election 2024 - 11/05/2024,Brooklyn,B0020,PS 251,1037 East 54th  Street,11234,,"003/41, 009/41, 011/41, 074/41 (Combined into 003/41), 023/59, 026/59, 027/59, 071/59 (Combined into 023/59)",40.63149857,-73.92416364,590982.3498,4498407.4903
442,General Election 2024 - 11/05/2024,Brooklyn,B0092,PS 254,1801 Avenue Y,11235,,"054/41, 056/41, 037/45",40.59064283,-73.95155058,588720.2504,4493844.3415
443,General Election 2024 - 11/05/2024,Brooklyn,B0034,PS 256,114 Kosciuszko Street,11216,,"010/56, 019/56, 020/56, 032/57, 033/57",40.69067119,-73.94982262,588733.9034,4504949.7741
444,General Election 2024 - 11/05/2024,Brooklyn,B0286,PS 257,60 Cook Street,11206,,"036/53, 037/53",40.70260979,-73.94141131,589428.6544,4506283.5651
445,General Election 2024 - 11/05/2024,Brooklyn,B0016,PS 26 New,1014 Lafayette Avenue,11221,,"017/56, 018/56, 024/56",40.69197575,-73.93148852,590281.2947,4505113.2653
446,General Election 2024 - 11/05/2024,Brooklyn,11107,PS 244,5404 Tilden Avenue,11203,,"008/58, 029/58",40.64836705,-73.92605872,590799.2205,4500278.0271
447,General Election 2024 - 11/05/2024,Brooklyn,B0187,PS 261,314 Pacific Street,11201,,"027/52 (Combined into 028/52), 028/52, 030/52, 039/52, 040/52",40.6873074,-73.98814262,585500.3325,4504538.3815
448,General Election 2024 - 11/05/2024,Brooklyn,11382,PS 264,371 89th Street,11209,,"009/46, 011/46, 015/46, 017/46, 018/46",40.62093792,-74.02968122,582071.6284,4497131.4354
449,General Election 2024 - 11/05/2024,Brooklyn,00038,PS 252 JHS,1064 Lenox Road,11212,,"019/58, 020/58, 021/58, 022/58, 065/58",40.65788438,-73.9205811,591249.3802,4501340.1757
450,General Election 2024 - 11/05/2024,Brooklyn,B0104,PS 269,1957 Nostrand Avenue,11210,,"034/42, 038/42, 039/42, 040/42, 044/42, 037/58, 038/58",40.6377459,-73.94797514,588960.3077,4499076.6243
451,General Election 2024 - 11/05/2024,Brooklyn,B0396,PS 27,27 Huntington Street,11231,,036/51,40.67764356,-74.00511335,584078.4544,4503449.2648
452,General Election 2024 - 11/05/2024,Brooklyn,B0134,PS 270,241 Emerson Place,11205,,"003/52, 004/52 (Combined into 003/52), 009/57, 010/57, 023/57, 024/57, 030/57, 072/57",40.69007577,-73.96127316,587767.1639,4504872.179
453,General Election 2024 - 11/05/2024,Brooklyn,B0367,PS 273,923 Jerome Street,11207,,"024/60, 025/60, 026/60",40.65813873,-73.87935987,594733.7504,4501412.0058
454,General Election 2024 - 11/05/2024,Brooklyn,B0340,PS 274,800 Bushwick Avenue,11221,,"002/53, 004/53, 018/53, 019/53, 063/53",40.69462129,-73.92776292,590592.5022,4505410.7718
455,General Election 2024 - 11/05/2024,Brooklyn,B0024,PS 276,1070 East 83rd Street,11236,,"008/59, 009/59, 012/59, 013/59, 014/59",40.63380986,-73.90784785,592358.9998,4498681.0577
456,General Election 2024 - 11/05/2024,Brooklyn,B0147,PS 277,2529 Gerritsen Avenue,11229,,"058/59, 060/59, 066/59",40.59618138,-73.92855277,590658.8883,4494482.5744
457,General Election 2024 - 11/05/2024,Brooklyn,B0023,PS 279,1070 East 104 Street,11236,,"061/58, 014/60, 015/60, 016/60",40.64387534,-73.89208033,593678.3488,4499815.0574
458,General Election 2024 - 11/05/2024,Brooklyn,B0089,PS 282,180 6th Avenue,11217,,"068/52, 069/52, 070/52, 079/52, 080/52, 081/52",40.67654595,-73.9776143,586403.8699,4503354.0927
459,General Election 2024 - 11/05/2024,Brooklyn,B0146,PS 286,2525 Haring Street,11235,,"039/41, 060/41, 061/41, 062/59",40.59138965,-73.93899756,589781.512,4493939.9666
460,General Election 2024 - 11/05/2024,Brooklyn,B0362,PS 289,900 St Marks Avenue,11213,,"004/43, 005/43, 063/56",40.67462127,-73.94248073,589375.6994,4503175.5734
461,General Election 2024 - 11/05/2024,Brooklyn,B0238,PS 29,425 Henry Street,11201,,"031/52, 034/52, 035/52, 046/52, 088/52",40.6869999,-73.99782387,584682.6593,4504494.8734
462,General Election 2024 - 11/05/2024,Brooklyn,B0163,PS 304,280 Hart Street,11206,,"012/56, 013/56, 015/56",40.69396437,-73.94076928,589494.4645,4505324.5207
463,General Election 2024 - 11/05/2024,Brooklyn,B0372,PS 306,970 Vermont Street,11207,,"021/60, 022/60, 023/60, 027/60",40.65545398,-73.88636338,594145.4695,4501106.4603
464,General Election 2024 - 11/05/2024,Brooklyn,B0338,PS 309,794 Monroe Street,11221,,"025/56, 036/56",40.68833735,-73.92447166,590879.1216,4504716.6127
465,General Election 2024 - 11/05/2024,Brooklyn,11385,PS 310,942 62nd Street,11219,,"012/49, 014/49, 046/49",40.63219669,-74.00736817,583944.8432,4498402.2643
466,General Election 2024 - 11/05/2024,Brooklyn,B0313,PS 312,7103 Avenue T,11234,,"042/59, 044/59",40.62177096,-73.90881385,592293.8817,4497343.6617
467,General Election 2024 - 11/05/2024,Brooklyn,B0323,PS 316,750 Classon Avenue,11238,,"011/44, 012/44, 083/44, 084/44, 056/57",40.67450923,-73.96058317,587845.9021,4503144.8864
468,General Election 2024 - 11/05/2024,Brooklyn,B0250,PS 320/PS 375,46 McKeever Place,11225,,"031/43, 032/43, 036/43, 037/43, 064/57, 065/57, 066/57, 070/57",40.66481864,-73.95924945,587971.3582,4502070.5078
469,General Election 2024 - 11/05/2024,Brooklyn,B0090,PS 321,180 7th Avenue,11215,,"082/52, 083/52, 084/52, 085/52",40.67164216,-73.97802862,586375.1829,4502809.3359
470,General Election 2024 - 11/05/2024,Brooklyn,B0193,PS 328,330 Alabama Avenue,11207,,"032/60, 033/60, 034/60, 057/60, 061/60 (Combined into 034/60)",40.66779914,-73.89786875,593155.623,4502464.5934
471,General Election 2024 - 11/05/2024,Brooklyn,10048,PS 329,2929 West 30th Street,11224,,"047/46, 048/46, 078/46 (Combined into 048/46)",40.57479049,-73.99609244,584971.0967,4492040.7387
472,General Election 2024 - 11/05/2024,Brooklyn,11471,PS 331,7002 4th Avenue,11209,,"002/46, 076/64, 077/64",40.6334716,-74.02420853,582519.0971,4498527.8525
473,General Election 2024 - 11/05/2024,Brooklyn,B0046,PS 335,130 Rochester Avenue,11213,,"061/56, 065/56, 067/56, 068/56",40.67452068,-73.92797987,590601.3902,4503179.2524
474,General Election 2024 - 11/05/2024,Brooklyn,B0059,PS 346,1400 Pennsylvania Avenue,11239,,"008/60, 009/60, 017/60, 018/60",40.64706523,-73.88145144,594572.5711,4500180.5299
475,General Election 2024 - 11/05/2024,Brooklyn,10053,PS 377,200 Woodbine Street,11221,,"043/54, 044/54",40.69388211,-73.9151553,591658.7428,4505341.7937
476,General Election 2024 - 11/05/2024,Brooklyn,B0247,PS 38,450 Pacific Street,11217,,"042/52, 058/52",40.68509381,-73.98263176,585968.8442,4504298.0361
477,General Election 2024 - 11/05/2024,Brooklyn,B0136,PS 384,242 Cooper Street,11207,,"046/54, 047/54, 048/54",40.69011309,-73.90489372,592530.9761,4504934.1631
478,General Election 2024 - 11/05/2024,Brooklyn,11011,PS 397,490 Fenimore Street,11203,,"040/43, 041/43, 050/43",40.658827,-73.94638735,589066.5399,4501418.3508
479,General Election 2024 - 11/05/2024,Brooklyn,11492,PS 398,60 East 94th Street,11212,,"051/55, 012/58, 013/58, 015/58",40.6640286,-73.92768011,590640.9322,4502014.8777
480,General Election 2024 - 11/05/2024,Brooklyn,B0263,PS 401,51 Christopher Avenue,11212,,"019/55, 020/55, 021/55, 023/55, 068/55",40.67211505,-73.9063255,592434.8579,4502934.7591
481,General Election 2024 - 11/05/2024,Brooklyn,B0328,PS 446,76 Riverdale Avenue,11212,,"033/55, 034/55, 035/55, 036/55",40.6600812,-73.91360527,591836.084,4501591.2981
482,General Election 2024 - 11/05/2024,Brooklyn,B0292,PS 48,6015 18 Avenue,11204,,"039/48, 043/48, 021/49",40.62161677,-73.98737666,585649.0278,4497247.1076
483,General Election 2024 - 11/05/2024,Brooklyn,B0346,PS 5 New,820 Hancock Street,11233,,"001/55, 002/55, 066/55 (Combined into 002/55), 042/56, 043/56",40.68554577,-73.9226032,591040.8028,4504408.6633
484,General Election 2024 - 11/05/2024,Brooklyn,00048,PS 52,2675 East 29th Street,11235,,"038/41, 063/41, 064/41, 065/41, 068/41",40.58740417,-73.9402516,589680.7188,4493496.2829
485,General Election 2024 - 11/05/2024,Brooklyn,B0103,PS 54 New,195 Sandford Street,11205,,"014/57, 025/57, 078/57, 083/57",40.69280552,-73.95286918,588473.659,4505183.6264
486,General Election 2024 - 11/05/2024,Brooklyn,B0087,PS 56 New,170 Gates Avenue,11238,,"046/57, 047/57, 049/57, 050/57",40.68490617,-73.96061077,587829.921,4504298.9831
487,General Election 2024 - 11/05/2024,Brooklyn,B0195,PS 58,330 Smith Street,11231,,"047/52, 049/52, 050/52, 061/52, 063/52",40.68035411,-73.99536217,584899.1066,4503759.5263
488,General Election 2024 - 11/05/2024,Brooklyn,B0117,PS 59,211 Throop Avenue,11206,,"004/56, 006/56, 007/56, 014/56, 070/56",40.69784709,-73.94365336,589245.6022,4505752.5933
489,General Election 2024 - 11/05/2024,Brooklyn,10437,PS 6,43 Snyder Avenue,11226,,"013/42, 014/42, 018/42",40.64892061,-73.95636484,588236.1356,4500308.6271
490,General Election 2024 - 11/05/2024,Brooklyn,B0225,PS 61 IS,400 Empire Boulevard,11225,,"028/43, 030/43, 033/43, 034/43",40.66388921,-73.94837491,588891.7986,4501978.2736
491,General Election 2024 - 11/05/2024,Brooklyn,B0307,PS 62 JHS,700 Cortelyou Road,11218,,"059/44, 060/44, 063/44, 064/44, 066/44",40.63857388,-73.97124004,586991.8958,4499145.2654
492,General Election 2024 - 11/05/2024,Brooklyn,11237,PS 65,700 Jamaica Avenue,11208,,"030/54, 031/54, 032/54",40.68717857,-73.8782027,594790.4345,4504636.8616
493,General Election 2024 - 11/05/2024,Brooklyn,10933,PS 66 IS,845 East 96 Street,11236,,"050/58, 054/58, 070/58",40.6485862,-73.90699192,592411.0009,4500322.2142
494,General Election 2024 - 11/05/2024,Brooklyn,B0371,PS 68 JHS,956 East 82 Street,11236,,"017/59, 018/59, 019/59, 020/59, 021/59, 022/59",40.63528123,-73.91073108,592113.1495,4498841.3649
495,General Election 2024 - 11/05/2024,Brooklyn,B0288,PS 506/503/314,343 60 Street,11220,,"007/51, 008/51",40.64151832,-74.01943031,582913.2227,4499425.5718
496,General Election 2024 - 11/05/2024,Brooklyn,11175,PS 682,50 Avenue P,11204,,"026/47, 027/47, 028/47, 029/47",40.6071138,-73.98693279,585705.1028,4495637.6421
497,General Election 2024 - 11/05/2024,Brooklyn,10784,PS 69,6302 9th Avenue,11220,,"013/49, 045/49",40.63238556,-74.00952251,583762.4159,4498421.1753
498,General Election 2024 - 11/05/2024,Brooklyn,B0135,PS 73,251 MacDougal Street,11233,,"009/55, 010/55, 067/55 (Combined into 010/55)",40.68045645,-73.91037175,592081.3924,4503856.4595
499,General Election 2024 - 11/05/2024,Brooklyn,B0265,PS 753/Brooklyn School for Career Development,510 Clermont Avenue,11238,,"004/44, 006/44, 048/57",40.6827194,-73.96897256,587126.174,4504047.9147
500,General Election 2024 - 11/05/2024,Brooklyn,B0212,PS 8,37 Hicks Street,11201,,"007/52, 008/52, 009/52, 016/52, 089/52 (Combined into 008/52)",40.70077048,-73.99300853,585072.0369,4506028.1437
501,General Election 2024 - 11/05/2024,Brooklyn,B0376,PS 81,990 Dekalb Avenue,11221,,"016/56, 022/56, 023/56",40.69310006,-73.93529932,589957.7922,4505234.1625
502,General Election 2024 - 11/05/2024,Brooklyn,B0142,PS 84,250 Berry Street,11249,,"012/50, 030/50, 031/50, 051/50, 052/50, 053/50",40.71484096,-73.96313026,587577.7987,4507619.4221
503,General Election 2024 - 11/05/2024,Brooklyn,11793,PS 889,21 Hinckley Place,11218,,"002/42, 061/44",40.64466243,-73.97062176,587036.2688,4499821.7394
504,General Election 2024 - 11/05/2024,Brooklyn,11433,PS 89,265 Warwick Street,11207,,"019/54, 022/54, 023/54",40.6776854,-73.88679652,594077.6024,4503573.823
505,General Election 2024 - 11/05/2024,Brooklyn,11246,PS 896,736 48th Street,11220,,"005/49, 052/49, 031/51, 049/51, 052/51",40.6430385,-74.00409444,584208.0746,4499608.8881
506,General Election 2024 - 11/05/2024,Brooklyn,B0339,PS 9 New,80 Underhill Avenue,11238,,"005/44, 007/44, 008/44, 010/44, 082/44, 075/52, 076/52",40.67832152,-73.96573627,587405.4034,4503562.936
507,General Election 2024 - 11/05/2024,Brooklyn,B0167,PS 90,2840 West 12th Street,11224,,"053/46, 054/46, 055/46",40.57813715,-73.97983503,586342.8498,4492428.0433
508,General Election 2024 - 11/05/2024,Brooklyn,B0391,PS 91,532 Albany Avenue,11203,,"043/43, 044/43",40.66183714,-73.94014114,589590.5417,4501758.8393
509,General Election 2024 - 11/05/2024,Brooklyn,B0291,PS 92,601 Parkside Avenue,11226,,"053/43, 055/43, 056/43, 057/43, 063/43",40.65612923,-73.95411436,588416.8929,4501111.0843
510,General Election 2024 - 11/05/2024,Brooklyn,B0186,PS 93,31 New York Avenue,11216,,"053/56, 054/56, 059/56, 038/57, 040/57, 073/57 (Combined into 040/57)",40.67862076,-73.94674939,589009.6098,4503615.2091
511,General Election 2024 - 11/05/2024,Brooklyn,B0262,PS 94,5010 6th Avenue,11220,,"006/49, 013/51, 016/51, 048/51",40.64361372,-74.0086015,583826.258,4499668.4362
512,General Election 2024 - 11/05/2024,Brooklyn,00050,PS 95,345 Van Sicklen Street,11223,,"022/45, 032/45, 054/45",40.59558821,-73.9750375,586726.3524,4494369.8992
513,General Election 2024 - 11/05/2024,Brooklyn,B0094,PS 97,1855 Stillwell Avenue,11223,,"030/47, 031/47, 044/47, 045/47, 046/47",40.60135092,-73.98586063,585803.179,4494998.9812
514,General Election 2024 - 11/05/2024,Brooklyn,11245,PS 971,6214 4 Avenue,11220,,"005/51, 009/51",40.63946656,-74.0201616,582853.9236,4499197.1265
515,General Election 2024 - 11/05/2024,Brooklyn,B0033,PS 99,1120 East 10 Street,11230,,"026/48, 027/48, 028/48, 029/48, 030/48",40.6215621,-73.96575818,587477.6485,4497262.3066
516,General Election 2024 - 11/05/2024,Brooklyn,12116,PS IS 667,76 Dinsmore Place,11208,New,"008/54, 009/54, 025/54",40.68118597,-73.87640147,594951.1447,4503973.5876
517,General Election 2024 - 11/05/2024,Brooklyn,B0279,PS/IS 180,5601 16th Avenue,11204,,"003/48, 044/48, 049/48, 050/48, 056/48, 057/48",40.62671936,-73.98966895,585448.6355,4497811.2924
518,General Election 2024 - 11/05/2024,Brooklyn,B0374,PS/IS 202,982 Hegeman Avenue,11208,,"038/60, 039/60, 040/60",40.66625636,-73.87640481,594972.0467,4502316.3011
519,General Election 2024 - 11/05/2024,Brooklyn,B0260,PS/IS 262,500 Macon Street,11233,,"041/56, 049/56, 050/56, 056/56",40.68324539,-73.92969531,590444.614,4504145.9829
520,General Election 2024 - 11/05/2024,Brooklyn,11794,PS/IS 437,713 Caton Avenue,11218,,"001/42, 054/44, 055/44, 074/44, 079/44 (Combined into 074/44), 089/44",40.64786112,-73.97296141,586834.2965,4500174.4979
